ymd,year,month,day,max_temp,min_temp,mean_temp,total_rain,total_snow,total_precip,snow_on_ground,max_gust_speed
2024-06-24,2024,6,24,18.7,14.5,16.6,7.1,0.0,7.1,0.0,42.0
2024-06-25,2024,6,25,19.2,14.3,16.8,4.4,0.0,4.4,0.0,43.0
2024-06-26,2024,6,26,26.6,13.5,20.1,0.0,0.0,0.0,0.0,49.0
2024-06-27,2024,6,27,20.8,14.0,17.4,4.9,0.0,4.9,0.0,52.0
2024-06-28,2024,6,28,19.0,12.4,15.7,0.0,0.0,0.0,0.0,50.0
2024-06-29,2024,6,29,21.2,10.9,16.1,0.0,0.0,0.0,0.0,50.0
2024-06-30,2024,6,30,18.2,13.6,15.9,20.6,0.0,20.6,0.0,52.0
2024-07-01,2024,7,1,21.8,14.7,18.3,0.3,0.0,0.3,0.0,31.0
2024-07-02,2024,7,2,25.3,13.0,19.2,0.0,0.0,0.0,0.0,37.0
2024-07-03,2024,7,3,26.8,12.8,19.8,0.0,0.0,0.0,0.0,35.0
2024-07-04,2024,7,4,22.7,11.5,17.1,0.0,0.0,0.0,0.0,34.0
2024-07-05,2024,7,5,17.9,13.3,15.6,6.0,0.0,6.0,0.0,40.0
2024-07-06,2024,7,6,19.5,13.3,16.4,32.5,0.0,32.5,0.0,46.0
2024-07-07,2024,7,7,25.3,16.6,21.0,0.9,0.0,0.9,0.0,37.0
2024-07-08,2024,7,8,29.0,18.4,23.7,0.0,0.0,0.0,0.0,33.0
2024-07-09,2024,7,9,28.4,18.1,23.3,0.0,0.0,0.0,0.0,32.0
2024-07-10,2024,7,10,30.5,18.3,24.4,2.6,0.0,2.6,0.0,39.0
2024-07-11,2024,7,11,27.6,18.0,22.8,9.4,0.0,9.4,0.0,41.0
2024-07-12,2024,7,12,29.9,18.4,24.2,0.0,0.0,0.0,0.0,45.0
2024-07-13,2024,7,13,29.4,19.5,24.5,0.0,0.0,0.0,0.0,45.0
2024-07-14,2024,7,14,29.0,18.9,24.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,2024,7,15,30.6,17.2,23.9,0.0,0.0,0.0,0.0,40.0
2024-07-16,2024,7,16,25.8,17.2,21.5,0.0,0.0,0.0,0.0,54.0
2024-07-17,2024,7,17,28.5,16.9,22.7,2.7,0.0,2.7,0.0,41.0
2024-07-18,2024,7,18,25.1,17.9,21.5,0.4,0.0,0.4,0.0,42.0
2024-07-19,2024,7,19,27.0,16.3,21.7,0.0,0.0,0.0,0.0,42.0
2024-07-20,2024,7,20,28.2,15.3,21.8,0.0,0.0,0.0,0.0,40.0
2024-07-21,2024,7,21,27.5,15.0,21.3,2.1,0.0,2.1,0.0,41.0
2024-07-22,2024,7,22,25.5,14.1,19.8,0.0,0.0,0.0,0.0,54.0
2024-07-23,2024,7,23,22.9,14.2,18.6,0.0,0.0,0.0,0.0,0.0
2024-07-24,2024,7,24,26.2,15.2,20.7,0.0,0.0,0.0,0.0,0.0
2024-07-25,2024,7,25,21.7,14.4,18.1,4.3,0.0,4.3,0.0,34.0
2024-07-26,2024,7,26,25.5,14.3,19.9,0.9,0.0,0.9,0.0,45.0
2024-07-27,2024,7,27,25.6,13.9,19.8,0.0,0.0,0.0,0.0,44.0
2024-07-28,2024,7,28,28.3,13.8,21.1,0.0,0.0,0.0,0.0,43.0
2024-07-29,2024,7,29,26.3,15.5,20.9,0.3,0.0,0.3,0.0,37.0
2024-07-30,2024,7,30,22.6,15.2,18.9,7.5,0.0,7.5,0.0,0.0
2024-07-31,2024,7,31,27.4,16.0,21.7,0.0,0.0,0.0,0.0,45.0
2024-08-01,2024,8,1,24.5,19.1,21.8,7.0,0.0,7.0,0.0,40.0
2024-08-02,2024,8,2,30.0,19.4,24.7,0.0,0.0,0.0,0.0,35.0
2024-08-03,2024,8,3,27.6,19.7,23.7,2.6,0.0,2.6,0.0,39.0
2024-08-04,2024,8,4,28.4,19.2,23.8,5.0,0.0,5.0,0.0,41.0
2024-08-05,2024,8,5,28.2,18.5,23.4,0.8,0.0,0.8,0.0,36.0
2024-08-06,2024,8,6,20.0,14.6,17.3,12.8,0.0,12.8,0.0,0.0
2024-08-07,2024,8,7,22.8,14.2,18.5,0.0,0.0,0.0,0.0,0.0
2024-08-08,2024,8,8,25.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0
2024-08-09,2024,8,9,21.1,14.2,17.7,8.3,0.0,8.3,0.0,41.0
2024-08-10,2024,8,10,22.3,19.1,20.7,0.5,0.0,0.5,0.0,64.0
2024-08-11,2024,8,11,27.7,15.4,21.6,0.0,0.0,0.0,0.0,41.0
2024-08-12,2024,8,12,26.0,14.2,20.1,0.0,0.0,0.0,0.0,42.0
2024-08-13,2024,8,13,25.6,14.0,19.8,7.1,0.0,7.1,0.0,39.0
2024-08-14,2024,8,14,22.4,13.5,18.0,1.6,0.0,1.6,0.0,0.0
2024-08-15,2024,8,15,24.1,11.9,18.0,0.0,0.0,0.0,0.0,39.0
2024-08-16,2024,8,16,25.0,12.8,18.9,0.0,0.0,0.0,0.0,0.0
2024-08-17,2024,8,17,26.1,12.8,19.5,0.0,0.0,0.0,0.0,33.0
2024-08-18,2024,8,18,24.2,12.5,18.4,0.0,0.0,0.0,0.0,35.0
2024-08-19,2024,8,19,28.0,18.6,23.3,22.9,0.0,22.9,0.0,36.0
2024-08-20,2024,8,20,23.9,19.0,21.5,10.1,0.0,10.1,0.0,43.0
2024-08-21,2024,8,21,24.3,14.6,19.5,0.0,0.0,0.0,0.0,0.0
2024-08-22,2024,8,22,23.2,13.0,18.1,0.0,0.0,0.0,0.0,33.0
2024-08-23,2024,8,23,22.2,11.4,16.8,1.3,0.0,1.3,0.0,40.0
2024-08-24,2024,8,24,26.1,14.2,20.2,0.0,0.0,0.0,0.0,35.0
2024-08-25,2024,8,25,28.5,15.0,21.8,0.0,0.0,0.0,0.0,33.0
2024-08-26,2024,8,26,21.2,13.9,17.6,0.0,0.0,0.0,0.0,0.0
2024-08-27,2024,8,27,24.7,11.9,18.3,0.0,0.0,0.0,0.0,31.0
2024-08-28,2024,8,28,19.3,12.0,15.7,1.6,0.0,1.6,0.0,48.0
2024-08-29,2024,8,29,19.9,9.8,14.9,0.0,0.0,0.0,0.0,40.0
2024-08-30,2024,8,30,22.4,8.3,15.4,0.0,0.0,0.0,0.0,0.0
2024-08-31,2024,8,31,21.8,10.8,16.3,0.0,0.0,0.0,0.0,46.0
2024-09-01,2024,9,1,23.3,16.3,19.8,1.9,0.0,1.9,0.0,47.0
2024-09-02,2024,9,2,22.4,12.3,17.4,13.3,0.0,13.3,0.0,0.0
2024-09-03,2024,9,3,17.9,11.0,14.5,0.0,0.0,0.0,0.0,49.0
2024-09-04,2024,9,4,23.0,9.8,16.4,0.0,0.0,0.0,0.0,0.0
2024-09-05,2024,9,5,24.1,11.6,17.9,0.0,0.0,0.0,0.0,33.0
2024-09-06,2024,9,6,20.4,12.2,16.3,2.4,0.0,2.4,0.0,46.0
2024-09-07,2024,9,7,19.9,15.2,17.6,52.6,0.0,52.6,0.0,87.0
2024-09-08,2024,9,8,20.3,10.6,15.5,3.7,0.0,3.7,0.0,43.0
2024-09-09,2024,9,9,18.6,8.8,13.7,0.0,0.0,0.0,0.0,35.0
2024-09-10,2024,9,10,21.3,9.4,15.4,1.2,0.0,1.2,0.0,36.0
2024-09-11,2024,9,11,19.8,10.0,14.9,0.0,0.0,0.0,0.0,0.0
2024-09-12,2024,9,12,23.4,9.7,16.6,0.0,0.0,0.0,0.0,0.0
2024-09-13,2024,9,13,23.6,12.7,18.2,0.0,0.0,0.0,0.0,0.0
2024-09-14,2024,9,14,18.3,8.6,13.5,0.0,0.0,0.0,0.0,48.0
2024-09-15,2024,9,15,21.7,8.3,15.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,2024,9,16,26.4,11.2,18.8,0.0,0.0,0.0,0.0,40.0
2024-09-17,2024,9,17,27.8,13.9,20.9,0.0,0.0,0.0,0.0,37.0
2024-09-18,2024,9,18,29.0,15.9,22.5,0.0,0.0,0.0,0.0,0.0
2024-09-19,2024,9,19,24.0,15.0,19.5,0.0,0.0,0.0,0.0,34.0
2024-09-20,2024,9,20,19.6,10.3,15.0,0.0,0.0,0.0,0.0,41.0
2024-09-21,2024,9,21,18.7,9.0,13.9,0.0,0.0,0.0,0.0,32.0
2024-09-22,2024,9,22,18.0,6.6,12.3,0.0,0.0,0.0,0.0,42.0
2024-09-23,2024,9,23,18.2,4.2,11.2,0.0,0.0,0.0,0.0,38.0
2024-09-24,2024,9,24,18.0,6.1,12.1,0.0,0.0,0.0,0.0,0.0
2024-09-25,2024,9,25,16.8,8.5,12.7,0.8,0.0,0.8,0.0,0.0
2024-09-26,2024,9,26,18.1,9.3,13.7,7.0,0.0,7.0,0.0,0.0
2024-09-27,2024,9,27,16.4,12.5,14.5,7.5,0.0,7.5,0.0,39.0
2024-09-28,2024,9,28,18.8,9.3,14.1,1.0,0.0,1.0,0.0,44.0
2024-09-29,2024,9,29,18.8,8.6,13.7,0.0,0.0,0.0,0.0,0.0
2024-09-30,2024,9,30,20.6,9.6,15.1,0.0,0.0,0.0,0.0,45.0
2024-10-01,2024,10,1,16.7,7.3,12.0,0.0,0.0,0.0,0.0,47.0
2024-10-02,2024,10,2,16.2,7.2,11.7,0.0,0.0,0.0,0.0,0.0
2024-10-03,2024,10,3,18.0,7.8,12.9,0.0,0.0,0.0,0.0,31.0
2024-10-04,2024,10,4,19.6,9.5,14.6,0.0,0.0,0.0,0.0,0.0
2024-10-05,2024,10,5,15.9,10.2,13.1,0.6,0.0,0.6,0.0,0.0
2024-10-06,2024,10,6,17.8,9.3,13.6,2.1,0.0,2.1,0.0,32.0
2024-10-07,2024,10,7,16.6,8.4,12.5,1.2,0.0,1.2,0.0,32.0
2024-10-08,2024,10,8,14.8,10.3,12.6,20.5,0.0,20.5,0.0,56.0
2024-10-09,2024,10,9,14.5,6.8,10.7,0.2,0.0,0.2,0.0,0.0
2024-10-10,2024,10,10,13.0,5.3,9.2,1.7,0.0,1.7,0.0,39.0
2024-10-11,2024,10,11,13.2,5.3,9.3,0.0,0.0,0.0,0.0,59.0
2024-10-13,2024,10,13,14.1,5.4,9.8,0.3,0.0,0.3,0.0,46.0
2024-10-14,2024,10,14,17.1,6.1,11.6,20.7,0.0,20.7,0.0,57.0
2024-10-15,2024,10,15,14.5,4.7,9.6,0.2,0.0,0.2,0.0,47.0
2024-10-16,2024,10,16,11.1,2.5,6.8,0.0,0.0,0.0,0.0,57.0
2024-10-17,2024,10,17,11.7,-0.2,5.8,0.0,0.0,0.0,0.0,0.0
2024-10-18,2024,10,18,13.7,2.6,8.2,0.0,0.0,0.0,0.0,44.0
2024-10-19,2024,10,19,18.7,4.9,11.8,0.0,0.0,0.0,0.0,33.0
2024-10-20,2024,10,20,20.3,6.1,13.2,0.0,0.0,0.0,0.0,32.0
2024-10-21,2024,10,21,21.0,7.6,14.3,0.0,0.0,0.0,0.0,37.0
2024-10-22,2024,10,22,15.8,7.3,11.6,0.0,0.0,0.0,0.0,0.0
2024-10-23,2024,10,23,16.4,7.4,11.9,0.0,0.0,0.0,0.0,41.0
2024-10-24,2024,10,24,16.4,8.3,12.4,4.0,0.0,4.0,0.0,52.0
2024-10-25,2024,10,25,10.3,4.6,7.5,0.6,0.0,0.6,0.0,69.0
2024-10-26,2024,10,26,13.3,2.1,7.7,0.0,0.0,0.0,0.0,40.0
2024-10-27,2024,10,27,7.6,0.0,3.8,0.2,0.0,0.2,0.0,55.0
2024-10-28,2024,10,28,5.8,-1.2,2.3,0.0,0.0,0.0,0.0,50.0
2024-10-29,2024,10,29,7.3,-1.3,3.0,0.0,0.0,0.0,0.0,36.0
2024-10-30,2024,10,30,9.9,-1.5,4.2,0.0,0.0,0.0,0.0,45.0
2024-10-31,2024,10,31,18.5,9.3,13.9,0.4,0.0,0.4,0.0,45.0
2024-11-01,2024,11,1,16.6,5.6,11.1,0.0,0.0,0.0,0.0,61.0
2024-11-02,2024,11,2,7.1,-1.1,3.0,0.0,0.0,0.0,0.0,32.0
2024-11-03,2024,11,3,5.4,-1.6,1.9,0.0,0.0,0.0,0.0,41.0
2024-11-04,2024,11,4,6.8,-1.8,2.5,0.0,0.0,0.0,0.0,0.0
2024-11-05,2024,11,5,11.1,1.4,6.3,5.8,0.0,5.8,0.0,41.0
2024-11-06,2024,11,6,19.9,8.6,14.3,0.0,0.0,0.0,0.0,49.0
2024-11-07,2024,11,7,9.2,1.5,5.4,0.0,0.0,0.0,0.0,42.0
2024-11-08,2024,11,8,11.1,0.2,5.7,0.0,0.0,0.0,0.0,47.0
2024-11-09,2024,11,9,4.6,0.0,2.3,0.0,0.0,0.0,0.0,62.0
2024-11-10,2024,11,10,8.0,-2.1,3.0,0.0,0.0,0.0,0.0,42.0
2024-11-11,2024,11,11,12.1,3.4,7.8,4.6,0.0,4.6,0.0,68.0
2024-11-12,2024,11,12,12.2,1.8,7.0,0.0,0.0,0.0,0.0,67.0
2024-11-13,2024,11,13,1.8,-1.0,0.4,0.0,0.0,0.0,0.0,78.0
2024-11-14,2024,11,14,2.2,-0.2,1.0,0.0,0.0,0.0,0.0,72.0
2024-11-15,2024,11,15,5.4,0.8,3.1,2.9,0.0,2.9,0.0,62.0
2024-11-16,2024,11,16,7.7,4.9,6.3,1.3,0.0,1.3,0.0,0.0
2024-11-17,2024,11,17,6.8,4.3,5.6,0.0,0.0,0.0,0.0,55.0
2024-11-18,2024,11,18,5.7,3.5,4.6,0.0,0.0,0.0,0.0,59.0
2024-11-19,2024,11,19,7.7,3.7,5.7,0.0,0.0,0.0,0.0,67.0
2024-11-20,2024,11,20,10.1,4.7,7.4,0.0,0.0,0.0,0.0,56.0
2024-11-21,2024,11,21,8.4,5.0,6.7,0.3,0.0,0.3,0.0,45.0
2024-11-22,2024,11,22,7.8,6.1,7.0,5.7,0.0,5.7,0.0,54.0
2024-11-23,2024,11,23,9.1,2.5,5.8,52.8,0.0,52.8,0.0,72.0
2024-11-25,2024,11,25,5.2,1.7,3.5,0.0,0.0,0.0,0.0,55.0
2024-11-26,2024,11,26,5.8,3.9,4.9,0.0,0.0,0.0,0.0,39.0
2024-11-27,2024,11,27,6.6,1.1,3.9,0.9,0.0,0.9,0.0,37.0
2024-11-28,2024,11,28,5.0,-1.1,2.0,12.5,1.0,13.5,0.0,52.0
2024-11-29,2024,11,29,9.0,-0.1,4.5,1.4,0.0,1.4,0.0,75.0
2024-11-30,2024,11,30,5.9,-3.0,1.5,0.3,1.0,1.1,1.0,32.0
2024-12-01,2024,12,1,3.5,-3.6,-0.1,0.0,0.0,0.0,1.0,0.0
2024-12-02,2024,12,2,3.2,-4.4,-0.6,0.0,0.0,0.0,0.0,0.0
2024-12-03,2024,12,3,0.3,-5.7,-2.7,0.0,0.0,0.0,0.0,35.0
2024-12-04,2024,12,4,-1.8,-7.0,-4.4,0.0,0.0,0.0,0.0,0.0
2024-12-05,2024,12,5,7.4,-6.4,0.5,34.3,0.2,34.5,0.0,73.0
2024-12-06,2024,12,6,1.3,-6.9,-2.8,0.0,0.2,0.2,0.0,69.0
2024-12-07,2024,12,7,-4.8,-11.1,-8.0,0.0,0.2,0.0,0.0,47.0
2024-12-08,2024,12,8,4.1,-11.6,-3.8,7.5,4.6,12.1,5.0,62.0
2024-12-09,2024,12,9,0.4,-5.8,-2.7,0.0,0.0,0.0,1.0,53.0
2024-12-10,2024,12,10,4.5,-5.5,-0.5,3.0,0.8,3.7,1.0,0.0
2024-12-11,2024,12,11,13.8,3.9,8.9,2.7,0.0,2.7,0.0,62.0
2024-12-12,2024,12,12,13.1,0.4,6.8,6.2,0.0,6.2,0.0,91.0
2024-12-13,2024,12,13,2.1,-5.7,-1.8,0.0,0.0,0.0,0.0,46.0
2024-12-14,2024,12,14,-0.5,-7.6,-4.1,0.0,0.0,0.0,0.0,42.0
2024-12-15,2024,12,15,0.0,-9.4,-4.7,0.0,0.0,0.0,0.0,0.0
2024-12-17,2024,12,17,9.8,-3.1,3.4,6.4,0.0,6.4,0.0,61.0
2024-12-18,2024,12,18,6.5,1.1,3.8,0.0,0.0,0.0,0.0,33.0
2024-12-19,2024,12,19,3.8,-3.1,0.4,5.5,0.2,5.7,0.0,46.0
2024-12-20,2024,12,20,-0.9,-4.9,-2.9,0.0,14.8,14.8,15.0,40.0
2024-12-21,2024,12,21,-0.5,-6.7,-3.6,0.0,9.8,9.8,17.0,71.0
2024-12-22,2024,12,22,-6.6,-11.8,-9.2,0.0,1.2,0.0,23.0,45.0
2024-12-23,2024,12,23,-7.8,-14.1,-11.0,0.0,0.0,0.0,23.0,34.0
2024-12-24,2024,12,24,-1.1,-13.4,-7.3,0.0,10.6,9.2,18.0,37.0
2024-12-25,2024,12,25,-1.0,-5.9,-3.5,0.0,1.4,0.6,25.0,55.0
2024-12-26,2024,12,26,-1.2,-4.8,-3.0,0.0,0.0,0.0,19.0,54.0
2024-12-27,2024,12,27,0.7,-5.8,-2.6,0.0,0.0,0.0,19.0,32.0
2024-12-28,2024,12,28,2.7,-6.5,-1.9,0.0,0.0,0.0,19.0,0.0
2024-12-29,2024,12,29,3.7,-1.9,0.9,0.0,0.0,0.0,17.0,0.0
2024-12-30,2024,12,30,9.5,2.4,6.0,22.4,0.0,22.4,12.0,59.0
2024-12-31,2024,12,31,9.1,-2.2,3.5,0.5,0.0,0.5,2.0,37.0
2022-01-01,2022,1,1,6.9,1.8,4.4,7.0,0.0,7.0,0.0,38.0
2022-01-02,2022,1,2,7.9,-2.3,2.8,7.0,0.0,7.0,0.0,44.0
2022-01-03,2022,1,3,-2.3,-8.8,-5.6,0.0,0.0,0.0,0.0,46.0
2022-01-04,2022,1,4,-6.0,-10.1,-8.1,0.0,0.0,0.0,0.0,44.0
2022-01-05,2022,1,5,9.5,-7.7,0.9,2.6,0.0,2.6,0.0,61.0
2022-01-06,2022,1,6,10.5,-0.3,5.1,33.1,0.0,33.1,0.0,71.0
2022-01-07,2022,1,7,2.4,-5.8,-1.7,3.8,6.8,10.0,6.0,91.0
2022-01-08,2022,1,8,-5.8,-12.3,-9.1,0.0,7.4,7.4,14.0,73.0
2022-01-09,2022,1,9,5.3,-11.3,-3.0,3.7,0.0,3.7,14.0,72.0
2022-01-10,2022,1,10,4.7,-12.5,-3.9,0.5,0.0,0.5,3.0,60.0
2022-01-11,2022,1,11,-12.5,-19.4,-16.0,0.0,0.0,0.0,4.0,43.0
2022-01-12,2022,1,12,2.0,-19.9,-9.0,2.3,1.4,2.9,4.0,45.0
2022-01-13,2022,1,13,1.6,-3.6,-1.0,0.0,0.0,0.0,1.0,0.0
2022-01-14,2022,1,14,1.9,-4.9,-1.5,14.2,2.9,17.1,1.0,103.0
2022-01-15,2022,1,15,-4.9,-17.4,-11.2,0.0,9.0,9.0,8.0,100.0
2022-01-16,2022,1,16,-8.5,-16.2,-12.4,0.0,0.0,0.0,7.0,46.0
2022-01-17,2022,1,17,6.9,-13.7,-3.4,32.7,2.0,34.7,6.0,97.0
2022-01-18,2022,1,18,5.5,-10.8,-2.7,0.9,0.3,1.2,2.0,60.0
2022-01-19,2022,1,19,4.5,-13.4,-4.5,0.0,0.0,0.0,1.0,67.0
2022-01-20,2022,1,20,4.6,-10.0,-2.7,1.9,1.6,3.5,1.0,44.0
2022-01-21,2022,1,21,-10.0,-17.3,-13.7,0.0,0.0,0.0,1.0,41.0
2022-01-22,2022,1,22,-8.7,-17.5,-13.1,0.0,0.0,0.0,1.0,0.0
2022-01-23,2022,1,23,-0.3,-9.6,-5.0,0.0,0.4,0.4,1.0,40.0
2022-01-24,2022,1,24,-1.4,-10.8,-6.1,0.0,0.6,0.2,1.0,35.0
2022-01-25,2022,1,25,2.3,-9.0,-3.4,1.3,1.2,2.5,1.0,36.0
2022-01-26,2022,1,26,-2.8,-17.3,-10.1,0.0,0.2,0.2,3.0,42.0
2022-01-27,2022,1,27,-9.0,-19.7,-14.4,0.0,0.0,0.0,4.0,0.0
2022-01-28,2022,1,28,0.6,-10.8,-5.1,0.0,1.3,1.3,4.0,38.0
2022-01-29,2022,1,29,2.2,-5.3,-1.6,3.1,13.6,16.7,5.0,75.0
2022-01-30,2022,1,30,2.3,-9.8,-3.8,0.0,0.0,0.0,23.0,113.0
2022-01-31,2022,1,31,-6.2,-13.1,-9.7,0.0,0.0,0.0,23.0,41.0
2022-02-01,2022,2,1,-8.3,-17.4,-12.9,0.0,0.0,0.0,22.0,0.0
2022-02-02,2022,2,2,1.6,-17.8,-8.1,0.0,0.0,0.0,21.0,40.0
2022-02-03,2022,2,3,7.0,1.4,4.2,9.2,0.0,9.2,19.0,53.0
2022-02-04,2022,2,4,1.4,-3.8,-1.2,34.5,0.0,34.5,19.0,48.0
2022-02-05,2022,2,5,-3.5,-14.3,-8.9,0.6,0.0,0.6,19.0,54.0
2022-02-06,2022,2,6,-9.7,-16.4,-13.1,0.0,0.0,0.0,0.0,40.0
2022-02-07,2022,2,7,-0.5,-13.1,-6.8,0.0,0.2,0.2,0.0,0.0
2022-02-08,2022,2,8,6.3,-0.6,2.9,47.1,0.0,47.1,19.0,98.0
2022-02-09,2022,2,9,2.4,-1.3,0.6,0.0,0.0,0.0,14.0,47.0
2022-02-10,2022,2,10,2.3,-2.2,0.1,0.0,0.0,0.0,5.0,44.0
2022-02-11,2022,2,11,5.9,-0.4,2.8,0.0,0.0,0.0,4.0,49.0
2022-02-12,2022,2,12,11.9,2.2,7.1,0.0,0.0,0.0,4.0,65.0
2022-02-13,2022,2,13,3.5,-7.9,-2.2,0.0,2.0,2.0,2.0,38.0
2022-02-14,2022,2,14,-6.8,-14.8,-10.8,0.2,9.0,9.2,7.0,47.0
2022-02-15,2022,2,15,-11.3,-15.2,-13.3,0.0,0.0,0.0,16.0,43.0
2022-02-16,2022,2,16,1.9,-16.0,-7.1,0.0,0.0,0.0,15.0,69.0
2022-02-17,2022,2,17,8.8,1.7,5.3,1.7,0.0,1.7,10.0,82.0
2022-02-18,2022,2,18,11.4,-6.9,2.3,47.4,1.6,47.4,0.0,109.0
2022-02-19,2022,2,19,-1.6,-10.3,-6.0,0.0,0.0,0.0,0.0,41.0
2022-02-20,2022,2,20,-1.4,-9.2,-5.3,1.2,1.2,1.2,2.0,59.0
2022-02-21,2022,2,21,8.2,-2.5,2.9,0.0,0.0,0.0,2.0,51.0
2022-02-22,2022,2,22,4.2,-3.2,0.5,1.4,0.0,1.4,0.0,47.0
2022-02-23,2022,2,23,8.9,-3.9,2.5,15.2,0.0,15.2,0.0,75.0
2022-02-24,2022,2,24,-3.9,-10.8,-7.4,0.0,0.0,0.0,0.0,69.0
2022-02-25,2022,2,25,-9.8,-13.8,-11.8,0.0,14.0,14.0,0.0,42.0
2022-02-26,2022,2,26,-6.9,-15.6,-11.3,0.0,0.0,0.0,14.0,36.0
2022-02-27,2022,2,27,-0.8,-13.1,-7.0,0.0,0.0,0.0,11.0,48.0
2022-02-28,2022,2,28,-4.2,-13.9,-9.1,0.0,1.0,1.0,12.0,65.0
2022-03-01,2022,3,1,-4.0,-16.6,-10.3,0.0,0.0,0.0,11.0,33.0
2022-03-02,2022,3,2,3.6,-6.5,-1.5,2.1,4.6,6.7,15.0,44.0
2022-03-03,2022,3,3,-4.4,-13.2,-8.8,0.0,22.0,17.0,16.0,46.0
2022-03-04,2022,3,4,-7.7,-17.7,-12.7,0.0,0.0,0.0,26.0,43.0
2022-03-05,2022,3,5,-1.8,-12.6,-7.2,0.0,0.0,0.0,22.0,50.0
2022-03-06,2022,3,6,6.4,-6.2,0.1,4.7,3.2,4.7,18.0,55.0
2022-03-07,2022,3,7,6.9,2.2,4.6,6.3,0.0,6.3,0.0,46.0
2022-03-08,2022,3,8,8.5,-5.0,1.8,9.4,0.0,9.4,5.0,79.0
2022-03-09,2022,3,9,1.1,-7.1,-3.0,1.7,1.0,1.7,1.0,43.0
2022-03-10,2022,3,10,5.5,-3.3,1.1,0.0,1.6,1.6,3.0,42.0
2022-03-11,2022,3,11,7.7,-2.4,2.7,0.0,0.0,0.0,1.0,34.0
2022-03-12,2022,3,12,13.5,-0.6,6.5,41.0,0.0,41.0,1.0,111.0
2022-03-13,2022,3,13,4.1,-5.5,-0.7,0.0,0.0,0.0,0.0,86.0
2022-03-14,2022,3,14,2.3,-8.0,-2.9,0.0,0.0,0.0,0.0,43.0
2022-03-15,2022,3,15,7.6,-2.2,2.7,0.0,0.0,0.0,0.0,35.0
2022-03-16,2022,3,16,2.4,-3.7,-0.7,0.0,1.0,1.0,1.0,32.0
2022-03-17,2022,3,17,7.0,0.4,3.7,0.0,0.0,0.0,0.0,46.0
2022-03-18,2022,3,18,15.8,1.1,8.5,0.0,0.0,0.0,0.0,44.0
2022-03-19,2022,3,19,2.8,-0.7,1.1,8.8,0.0,8.8,0.0,65.0
2022-03-20,2022,3,20,16.2,1.5,8.9,2.7,0.0,2.7,0.0,61.0
2022-03-21,2022,3,21,3.1,-0.5,1.3,1.7,0.0,1.7,0.0,56.0
2022-03-22,2022,3,22,1.7,-2.2,-0.3,0.0,0.0,0.0,0.0,67.0
2022-03-23,2022,3,23,3.0,-4.4,-0.7,0.0,0.0,0.0,0.0,58.0
2022-03-24,2022,3,24,7.7,-5.0,1.4,0.7,0.0,0.7,0.0,38.0
2022-03-25,2022,3,25,4.3,-0.2,2.1,19.7,0.0,19.7,0.0,78.0
2022-03-26,2022,3,26,11.3,0.4,5.9,2.7,0.0,2.7,0.0,36.0
2022-03-27,2022,3,27,7.4,0.5,4.0,7.6,0.0,7.6,0.0,51.0
2022-03-28,2022,3,28,7.1,-1.3,2.9,0.7,0.0,0.7,0.0,40.0
2022-03-29,2022,3,29,0.6,-3.8,-1.6,0.0,0.6,0.6,1.0,51.0
2022-03-30,2022,3,30,5.0,-5.3,-0.2,0.0,0.0,0.0,0.0,54.0
2022-03-31,2022,3,31,5.2,-0.6,2.3,0.0,0.0,0.0,0.0,37.0
2022-04-01,2022,4,1,11.4,3.5,7.5,1.4,0.0,1.4,0.0,71.0
2022-04-02,2022,4,2,7.0,0.0,3.5,1.2,0.0,1.2,0.0,63.0
2022-04-03,2022,4,3,10.0,-1.5,4.3,0.0,0.0,0.0,0.0,34.0
2022-04-04,2022,4,4,1.2,-2.5,-0.7,0.0,11.0,9.2,9.0,72.0
2022-04-05,2022,4,5,7.8,-2.5,2.7,0.0,0.0,0.0,8.0,46.0
2022-04-06,2022,4,6,11.1,-2.5,4.3,0.0,0.0,0.0,0.0,37.0
2022-04-07,2022,4,7,10.1,-4.0,3.1,0.0,0.0,0.0,0.0,46.0
2022-04-08,2022,4,8,7.7,-1.0,3.4,6.4,0.0,6.4,0.0,76.0
2022-04-09,2022,4,9,12.8,3.2,8.0,0.0,0.0,0.0,0.0,32.0
2022-04-10,2022,4,10,6.6,0.2,3.4,17.8,0.0,17.8,0.0,42.0
2022-04-11,2022,4,11,11.6,0.8,6.2,0.0,0.0,0.0,0.0,66.0
2022-04-12,2022,4,12,13.3,1.9,7.6,0.5,0.0,0.5,0.0,35.0
2022-04-13,2022,4,13,13.2,3.5,8.4,0.0,0.0,0.0,0.0,48.0
2022-04-14,2022,4,14,12.4,3.1,7.8,1.2,0.0,1.2,0.0,32.0
2022-04-15,2022,4,15,6.0,3.4,4.7,3.6,0.0,3.6,0.0,53.0
2022-04-16,2022,4,16,16.2,2.1,9.2,0.0,0.0,0.0,0.0,59.0
2022-04-17,2022,4,17,11.9,1.5,6.7,7.1,0.0,7.1,0.0,60.0
2022-04-18,2022,4,18,11.0,0.2,5.6,0.0,0.0,0.0,0.0,53.0
2022-04-19,2022,4,19,9.4,-0.6,4.4,44.9,0.0,44.9,0.0,86.0
